사용월,호선명,지하철역,04시-05시 승차인원,04시-05시 하차인원,05시-06시 승차인원,05시-06시 하차인원,06시-07시 승차인원,06시-07시 하차인원,07시-08시 승차인원,07시-08시 하차인원,08시-09시 승차인원,08시-09시 하차인원,09시-10시 승차인원,09시-10시 하차인원,10시-11시 승차인원,10시-11시 하차인원,11시-12시 승차인원,11시-12시 하차인원,12시-13시 승차인원,12시-13시 하차인원,13시-14시 승차인원,13시-14시 하차인원,14시-15시 승차인원,14시-15시 하차인원,15시-16시 승차인원,15시-16시 하차인원,16시-17시 승차인원,16시-17시 하차인원,17시-18시 승차인원,17시-18시 하차인원,18시-19시 승차인원,18시-19시 하차인원,19시-20시 승차인원,19시-20시 하차인원,20시-21시 승차인원,20시-21시 하차인원,21시-22시 승차인원,21시-22시 하차인원,22시-23시 승차인원,22시-23시 하차인원,23시-24시 승차인원,23시-24시 하차인원,00시-01시 승차인원,00시-01시 하차인원,01시-02시 승차인원,01시-02시 하차인원,02시-03시 승차인원,02시-03시 하차인원,03시-04시 승차인원,03시-04시 하차인원,작업일자
202011,6호선,구산,6,0,4690,199,9481,2202,26176,6230,32153,7093,16001,4860,9525,4117,8940,5502,9682,5666,9048,6258,7935,6512,8845,8329,10449,10452,8899,12270,8607,18768,4889,17853,3659,8964,3565,7964,3045,6522,881,3649,2,543,0,0,0,0,0,0,20201203
202011,6호선,녹사평(용산구청),19,0,946,344,1829,3888,4376,7965,7408,16240,4746,7564,3918,5960,4184,5079,4658,6214,5562,6464,5720,6282,6358,6710,10078,7216,11739,9128,16195,12483,9263,8538,7789,4853,8723,4021,7052,3592,3140,1844,1,178,1,0,0,0,0,0,20201203
202011,6호선,대흥(서강대앞),8,0,2064,759,4751,3855,12971,12119,18913,31040,11546,15966,8294,10221,8374,8741,10323,10030,10612,11216,9821,9475,11218,10183,14164,11430,19052,13715,23678,20146,11411,13785,8215,8122,8937,7398,7607,6514,2560,4327,13,245,0,0,0,0,0,0,20201203
202011,6호선,독바위,1,0,1648,217,4241,858,13634,1487,13258,3191,6257,3177,3778,3273,3520,2584,3647,2693,3603,2875,3329,2922,3273,3464,3186,4924,2830,6056,2363,11159,1500,10242,1120,5756,906,4886,648,4397,274,3025,0,304,0,1,0,0,0,0,20201203
202011,6호선,돌곶이,14,0,5820,707,11264,3351,30277,5304,35566,14462,17357,9460,11876,7692,10191,6720,10988,8326,11112,9084,10081,8756,9657,10822,10879,12880,12147,17402,12749,27511,8449,23853,5227,13505,4761,11375,4119,10295,1621,6859,0,191,0,0,0,0,0,0,20201203
202011,6호선,동묘앞,117,0,4043,696,4163,4497,8426,7501,11543,25176,9809,18893,8389,13225,10991,13786,13761,13058,14008,14533,16131,13817,18408,13722,20513,12246,22615,12333,22451,14687,11053,11133,7542,7228,6110,6945,4553,6427,1841,7054,2,882,0,0,0,0,0,0,20201203
202011,6호선,디지털미디어시티,144,2,5255,2673,12215,11129,39881,26171,45095,71109,23500,27523,13312,11317,11634,9673,11823,10660,11712,11600,11110,11581,12861,13017,17290,17024,31186,23161,51265,39612,21451,30533,10787,17382,8461,16005,5616,13410,2129,7520,49,1722,0,2,0,0,0,0,20201203
202011,6호선,마포구청,12,5,6448,1783,12191,6975,36095,13966,51318,35278,29656,15835,18299,11796,16862,10051,16877,12949,17001,13738,15343,13961,16599,16063,18245,18200,22702,23431,35585,38874,16563,29273,10943,18308,11122,16670,7473,14591,3016,9364,1,256,0,0,0,0,0,0,20201203
202011,6호선,망원,3,0,4814,796,9526,4710,24412,7693,37066,29864,21982,28124,15880,17569,15343,19248,17745,22359,18656,24768,18629,24491,20079,26724,22874,28560,26689,33858,35312,47066,22737,34154,17958,17381,18893,15474,14380,11890,6025,8640,0,23,0,0,0,0,0,0,20201203
202011,6호선,버티고개,4,0,567,246,1632,1588,4640,2465,7458,5502,4559,3093,2885,2486,2708,2284,3021,2210,2845,2984,2735,2826,3231,3185,3436,3198,4925,4299,5742,6231,3375,4902,2093,2923,1588,2980,1406,2509,540,1622,3,103,0,0,0,0,0,0,20201203
202011,6호선,보문,12,0,3326,1126,6291,3243,18023,7317,28746,19136,15107,8952,8547,6173,8040,5423,8942,6539,9144,6492,8334,6667,8695,7823,10795,8659,12490,12679,16816,19938,8255,16561,5738,10291,5269,9653,4179,9192,2061,6856,0,183,0,0,0,0,0,0,20201203
202011,6호선,봉화산(서울의료원),5,0,4586,1105,13808,2876,46233,5286,40409,11399,18086,6420,12373,5498,10045,5023,10533,7115,10052,8671,9089,8707,8597,9957,9273,12495,10992,17764,9916,29653,4764,28333,3743,16402,3376,13635,2397,12254,884,7561,0,737,0,0,0,0,0,0,20201203
202011,6호선,불광,20,0,1325,226,3372,2328,9856,3520,12147,7056,6291,7435,4843,5307,5577,5500,6396,5817,7443,6398,7929,6587,8810,7493,9932,8226,9849,9822,9646,15025,5584,11341,4496,5763,3907,5104,2505,4679,739,3174,4,82,0,0,0,0,0,0,20201203
202011,6호선,삼각지,1,0,1203,654,2693,4549,5979,12096,8839,22690,6141,8537,4594,4953,5268,4600,6640,5355,7368,5303,7385,5111,9006,5266,10730,5651,17122,7441,22644,10155,9495,6788,7036,4534,7064,4471,5443,4521,2300,3192,1,180,0,0,0,0,0,0,20201203
202011,6호선,상수,6,0,2028,648,3849,2714,8127,5506,12741,22397,8137,17401,5806,12118,5874,11542,7925,12611,9176,14909,9163,13089,9909,13488,12152,15597,17783,20036,24702,27563,16454,19384,14558,10300,16565,7882,14848,6470,7633,4740,0,135,0,0,0,0,0,0,20201203
202011,6호선,상월곡(한국과학기술연구원),12,0,4669,480,8009,1965,22978,3071,28025,12566,13907,6327,8798,4695,7570,4644,7890,5266,7723,5796,7214,5749,6845,7610,7536,9115,8208,11679,9476,18174,5926,15959,3038,9491,2503,8606,2041,7833,1094,5145,0,201,0,0,0,0,0,0,20201203
202011,6호선,새절(신사),9,0,8889,733,18657,4396,52546,7282,61237,15127,29318,8925,18028,8060,15717,8939,16672,10750,15571,12725,13802,12995,13416,16880,15952,19255,16108,27780,14944,46557,8964,39699,6243,23143,5281,20103,4394,17191,1364,10929,1,2764,0,0,0,0,0,0,20201203
202011,6호선,석계,853,1,7633,1853,18626,4948,47061,7115,53756,13074,27749,9172,18038,8766,15177,10093,15552,11799,16181,12648,14171,14027,13718,17654,13864,22082,14974,29208,14207,49127,10256,43196,7857,23387,6885,20672,5578,17956,2932,11862,21,1080,0,0,0,0,0,0,20201203
202011,6호선,신내,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20201203
202011,6호선,신당,126,1,7068,1034,6026,5765,6878,14577,10212,37951,8852,20774,7144,12097,8908,8848,10219,7864,9449,8900,10247,7810,10764,6714,15963,7882,18025,9530,23741,13165,13737,17876,11143,9418,11806,6479,9629,6375,4228,9183,6,977,0,0,0,0,0,0,20201203
202011,6호선,안암(고대병원앞),39,0,1448,1080,2707,5116,7886,14622,10660,32577,9009,26073,9682,16248,11336,11870,12307,13382,12190,15944,13900,13242,17201,11705,20953,11610,32850,13400,29547,18972,16110,15139,12814,9135,14062,9349,13550,9034,7125,7214,0,1040,0,0,0,0,0,0,20201203
202011,6호선,약수,1,0,1202,232,1703,2239,4390,5663,6917,16112,4889,8008,4124,4634,4034,4378,4666,4104,4760,4737,4982,4397,5462,4910,6504,5006,8784,6173,11731,8009,5869,5056,4496,2863,4668,2664,3223,2239,1363,1427,1,116,0,0,0,0,0,0,20201203
202011,6호선,역촌,2,0,1762,224,4864,1844,15082,2614,16682,8037,8250,4024,4979,3262,4706,3941,5345,3947,5362,4329,4476,4408,4259,5262,4298,6752,4732,9443,4878,16228,2640,13425,1965,6947,1612,7023,1378,5282,376,4123,0,22,0,0,0,0,0,0,20201203
202011,6호선,연신내,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,3,0,1,0,0,0,3,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20201203
202011,6호선,월곡(동덕여대),15,1,5922,775,11837,3805,37218,6967,43461,24131,21826,14139,14331,10274,13170,9606,14008,11247,14051,12167,14441,12434,13206,14762,14828,18150,17010,22900,22717,38121,11749,31228,8519,16608,7205,16592,5293,13078,2365,8598,1,208,0,0,0,0,0,0,20201203
202011,6호선,월드컵경기장(성산),0,0,1120,1053,2297,2739,8123,4971,10614,8291,5725,7915,5040,8466,5728,9853,6564,9831,7109,11367,9430,11998,12518,10052,14992,8172,13072,7962,10654,11192,5234,8611,4282,5015,4001,4158,3101,3097,797,1618,0,159,1,0,0,0,0,0,20201203
202011,6호선,응암,10,0,10533,1248,22913,5122,68721,8740,85015,17333,41162,11653,24413,12146,21897,12818,22954,15408,22503,16353,19487,18716,19320,23364,20040,29206,20377,39834,20045,70789,12417,58955,9454,35227,7932,28839,6216,25076,2173,15790,1,1109,0,0,0,0,0,0,20201203
202011,6호선,이태원,4,0,3893,988,5441,7086,8911,10777,13493,24698,9880,18898,7292,12820,8345,11777,10246,13059,11281,14428,11713,13767,14266,14739,20151,16723,24577,20711,27615,26790,19504,20692,15973,12534,18163,10582,15661,8576,8280,6020,4,896,0,0,1,0,0,0,20201203
202011,6호선,증산(명지대앞),8,0,7257,716,13920,3890,37481,5441,46932,9953,24155,6821,14861,6470,12815,7381,13092,8683,12635,10140,11214,11053,10833,13593,11683,17256,12615,22728,11904,39292,7385,32647,5310,17758,4177,17861,3396,14684,1162,8422,6,1167,0,0,0,0,0,0,20201203
202011,6호선,창신,1,0,2281,360,4606,1966,13647,5363,16511,6610,8029,3226,4662,2425,4096,2285,4370,2893,4572,3191,3260,2937,3977,3562,4913,4291,5045,5686,4916,9044,2665,7334,2457,4396,1585,4637,1189,3724,391,2376,0,67,0,0,0,0,0,0,20201203
202011,6호선,청구,2,0,1578,404,2663,2135,6638,5858,9646,23021,5702,10335,3929,4496,3989,3725,4038,3738,4195,4177,4161,3776,4555,4518,5502,5060,7288,5970,12293,7256,7909,5400,4810,3352,4190,3259,2648,2976,1068,1695,6,233,0,0,0,0,0,0,20201203
202011,6호선,태릉입구,19,0,3873,816,6473,2924,17779,3550,20762,7863,9811,6194,7072,4782,6553,5734,6866,5789,7223,6924,6821,7005,6686,7852,7035,9593,8027,12454,8045,21443,5603,18822,4370,9990,3711,9838,2995,7932,1419,6615,4,1202,0,0,0,0,0,0,20201203
202011,6호선,한강진,4,0,490,642,1193,6972,3074,18632,4775,34515,3579,27761,2788,14098,3371,12367,4642,11072,5294,14309,6746,10579,10583,11162,17626,11910,24122,14358,30668,17407,21762,10498,16512,3592,18659,2934,13809,2003,2903,1475,5,1132,0,0,0,0,0,0,20201203
202011,6호선,합정,13,0,3571,1144,5266,6291,12734,15031,19747,42146,13346,24865,10662,14804,11078,15220,13346,15836,15169,18197,16520,16508,17966,17469,21059,20085,27113,25676,44266,37351,27493,24982,22788,12433,26680,11034,21265,8754,9696,7018,1,101,0,0,0,0,0,0,20201203
202011,6호선,화랑대(서울여대입구),3,0,5322,923,18803,3081,57438,6784,53565,13073,23828,7618,14550,6158,12359,6683,13498,7221,13632,8605,11580,8568,11546,10662,15134,12580,15137,19634,12959,34767,6640,31409,4371,17034,3507,15405,2901,13289,1309,9076,1,854,0,0,0,0,0,0,20201203
202011,6호선,효창공원앞,5,0,2316,560,4439,3454,14769,6458,23909,21221,13678,11687,8222,7062,7991,6008,8554,6659,8736,7368,8199,7431,8786,7956,11127,9539,13727,11573,20666,18330,9750,12784,5669,7651,5303,7212,3726,5596,1485,3639,4,431,0,0,0,0,0,0,20201203
202011,7호선,가산디지털단지,632,6,7208,5704,8195,21472,20468,107628,22580,380095,17018,215207,15888,59463,20628,36398,26915,33603,31346,35589,35459,32566,45876,29165,61978,28063,172301,29211,316422,34318,135150,24763,74219,13388,61997,11082,30620,9433,9955,5779,67,865,2,0,3,0,0,0,20201203
202011,7호선,강남구청,4,0,1461,1732,3535,11521,6375,29918,8495,100102,7363,91614,7372,33871,9555,21270,11397,18010,14084,19539,17301,15892,22264,14441,25912,15103,41761,16493,82156,18387,48741,11979,30568,7384,30598,6025,20403,3984,6773,3391,7,405,0,0,0,0,1,0,20201203
202011,7호선,건대입구,37,0,4005,941,4202,6212,11804,16461,18165,31432,14311,24928,10978,17620,12117,15637,13498,18417,14535,20432,16911,19522,20514,19086,24192,19679,33274,25422,33531,38268,22213,26151,25069,13008,21061,11890,17134,8785,8184,5490,4,2421,0,0,0,0,0,0,20201203
202011,7호선,고속터미널,28,1,1184,2699,2703,21650,9239,35082,15775,51655,17441,33888,17047,23723,19934,21242,20456,19293,21697,23024,22388,21368,30895,16265,33677,16039,50085,18161,51201,19999,31061,13269,32325,7626,28775,7507,21735,3848,5714,2386,21,260,1,0,0,0,0,0,20201203
202011,7호선,공릉(서울과학기술대),19,1,5986,1108,12662,4080,35580,10672,41399,21954,21739,13278,15088,10103,14328,9885,15846,12339,16374,14065,16095,13645,15799,15714,17825,18971,19436,24417,21223,37929,12003,36031,9668,19656,8905,17627,7305,14867,3137,11059,1,767,1,0,0,0,0,0,20201203
202011,7호선,광명사거리,227,2,22033,5178,29319,12418,77247,15806,93656,27105,46448,23556,28487,20643,26804,23000,29305,25130,28771,26532,27500,27251,27224,32904,31659,38546,36798,52817,33255,82716,20179,65685,16517,36647,12562,32638,8316,25082,3143,14634,58,2195,1,0,1,0,0,0,20201203
202011,7호선,군자(능동),43,3,8122,883,13031,6172,32170,7527,57031,24931,35456,15467,18177,9889,15155,9525,15489,9794,15907,11216,15087,11933,15649,15228,18354,17276,23190,23936,30009,39893,18230,32693,14339,18240,13969,16946,10279,14155,4547,8368,10,610,0,1,0,0,0,0,20201203
202011,7호선,굴포천,8,0,6163,502,13757,3478,34489,4559,35530,11237,17820,8052,10117,6431,9501,6395,10168,7509,9917,8442,8992,9551,8791,9437,9989,13774,11324,20096,12592,34192,7039,34217,5807,19304,5462,15194,4288,12730,2042,7151,40,1518,0,0,0,0,0,0,20201203
202011,7호선,까치울,4,0,3769,845,9779,4114,29516,5397,38792,9615,17479,4968,9452,4612,7979,5891,8685,6387,8832,6724,7905,7433,8451,7354,9678,11142,10257,17165,9781,28444,5422,24632,4566,14978,3509,12503,2474,10701,771,5742,0,10,0,0,0,0,0,0,20201203
202011,7호선,남구로,14,0,19166,1730,15413,6417,29201,28281,32859,102051,21205,47345,13433,17611,12595,13040,13697,13081,13604,13825,13025,13483,14858,15044,17854,19561,36771,34607,76127,32766,33911,21391,18267,14221,13264,16644,7684,13283,3013,6698,28,387,1,0,1,0,1,0,20201203
202011,7호선,남성,2,0,5593,832,12031,3863,36710,5912,55563,14457,30607,9773,16547,8813,13828,8913,14176,9957,14055,11449,12508,11992,12443,14581,12618,18180,14321,23211,14195,40003,8353,31112,7622,18395,7732,17004,5079,13929,1986,8851,26,589,0,0,0,0,0,0,20201203
202011,7호선,내방,2,0,2214,1436,6478,10564,16091,22650,26950,77363,17882,42967,12126,17853,12610,13362,13608,13603,16020,15352,16111,14682,17933,14600,22528,15899,35661,20135,68309,28583,25104,19708,16899,11278,17473,10181,12000,8043,3609,4639,3,2041,0,0,0,0,0,0,20201203
202011,7호선,노원,29,1,7032,2131,13709,6034,35612,16321,35503,42035,24873,39348,23880,27852,25616,24467,27394,26565,28520,31321,29266,32791,32000,33576,36365,34895,36948,40552,42410,55557,25935,46774,26550,23219,21227,18471,18819,14786,5940,11290,22,1401,0,0,1,0,0,0,20201203
202011,7호선,논현,16,0,2755,1439,4580,16752,8392,44042,14827,116595,12797,97110,10376,36321,12243,21657,14585,20206,16751,22376,19765,21348,23726,19890,30065,20526,54422,25815,101312,33725,57124,20734,36844,11455,38709,9354,30029,7135,12371,4954,40,459,0,0,0,0,0,0,20201203
202011,7호선,대림(구로구청),29,1,11932,908,7853,3860,14622,6348,19417,17672,14248,12393,10116,12413,10265,12489,11801,11781,12242,12409,12786,11822,13810,12809,14407,14057,16348,20950,18017,22707,10852,14250,8264,9864,6617,12456,4869,8737,2245,4515,9,250,6,0,3,0,0,0,20201203
202011,7호선,도봉산,43,0,4469,833,16591,4403,51385,7012,38439,13254,18340,15218,10816,16032,9487,12132,10645,11747,10707,12618,10597,11357,11667,12202,13702,14153,12356,18983,10340,33220,5473,39897,3436,22213,2820,18435,1999,16491,499,10509,29,2491,0,0,0,0,0,0,20201203
202011,7호선,뚝섬유원지,3,0,4285,464,7857,3737,19319,5890,28709,11875,18198,7971,9525,5697,7877,6624,8044,7719,8539,8535,8362,9987,9478,11858,11173,13013,13174,17332,13236,25684,8734,19470,7384,11645,7373,11847,5458,9460,2316,4770,0,317,0,0,0,0,0,0,20201203
202011,7호선,마들,4,0,8873,1183,20195,2869,57287,7001,53457,10062,25591,8495,17445,8008,15422,8965,16164,10209,14835,11239,13173,12551,12989,15203,12607,18465,11756,24679,10737,39814,6398,42102,4891,22510,3890,19254,2809,17073,1036,11155,7,1346,1,1,0,0,1,0,20201203
202011,7호선,먹골,58,0,7188,637,12117,3052,34889,4719,43219,13350,23286,8606,13883,8454,12503,8180,13545,9348,13383,11087,12427,11188,11899,13714,11825,16889,13534,22901,14711,35197,9288,32056,6300,18423,5289,16056,3967,13570,1813,8589,3,775,0,0,0,0,0,0,20201203
202011,7호선,면목,21,0,12412,869,20984,5715,56213,8221,72325,25971,37544,14576,21207,12525,18283,12056,19928,14603,18918,16591,16416,16789,17606,20344,20770,27811,20981,34994,19412,53549,15534,50177,9325,28129,7804,25201,6341,20320,2258,12746,4,1163,0,0,0,0,1,0,20201203
202011,7호선,반포,9,0,855,544,2518,5818,7444,11669,10031,19885,6655,16047,4512,7925,4740,8073,6269,8495,7118,7889,7406,6841,9091,6870,12590,6973,14940,8292,16762,10264,10812,6666,8465,3899,9413,3391,7321,2963,1643,1740,5,112,0,0,0,0,0,0,20201203
202011,7호선,보라매,33,1,5931,1259,7910,6415,21783,17208,33098,40819,18043,13742,10602,8225,10529,7480,10909,9019,11459,9602,12674,8982,12735,9906,14342,11624,18324,16945,32805,27935,11486,22016,8180,12489,7269,11503,5097,9481,1784,6245,5,680,1,0,0,0,0,0,20201203
202011,7호선,부천시청,19,1,4924,2074,15071,6427,41170,12697,40162,23968,18601,18489,12645,11299,12647,11407,13638,12455,13369,14353,13277,13389,15043,15739,18031,17329,21710,23519,24274,40838,14509,38280,15710,19149,12770,14624,9004,12521,2943,8669,11,820,0,0,0,0,0,0,20201203
202011,7호선,부천종합운동장,38,2,2997,827,5453,2792,16048,5297,19503,10804,9349,4017,4991,3253,4928,2779,5042,2883,4440,3626,4001,3488,4136,4046,5261,4646,7449,7167,9425,12525,3769,11224,2530,6223,2255,5429,1382,4479,454,2790,0,24,0,0,0,0,0,0,20201203
202011,7호선,부평구청,53,0,7957,733,20625,5059,59647,9771,51999,13220,23562,6291,12870,5084,11776,5231,12254,6126,11106,7820,9304,7764,9465,9457,10498,12356,16304,17500,14552,34047,8671,37175,6326,20876,5008,17886,3663,15050,1111,9249,2,1747,0,0,0,0,0,0,20201203
202011,7호선,사가정,12,0,11087,1458,20424,7066,53625,11176,69665,25195,38692,14904,23012,13599,19579,13784,21355,15305,20889,16112,18577,18345,18485,23004,20430,27639,22975,37381,23199,60236,16660,53348,11869,29013,10553,25683,7736,21150,3291,11996,3,1284,0,0,2,0,1,0,20201203
202011,7호선,삼산체육관,14,0,2644,299,9056,1245,22641,2864,21150,6085,9661,2844,5943,2344,5936,3055,5785,3547,5257,4118,5206,4380,5179,5050,5907,6551,5476,9887,4906,15911,3099,15431,2014,9098,1836,7379,1291,6663,507,4137,3,907,0,0,0,0,0,0,20201203
202011,7호선,상도,0,0,4400,1378,10220,6052,28989,7862,41713,16564,23815,13432,14510,9641,12558,8666,13054,10470,13586,11298,12433,11269,12300,13147,15786,15684,18139,21711,17876,35139,9694,27152,7718,16715,7898,15551,6973,12876,3223,8451,19,680,0,0,0,0,0,0,20201203
202011,7호선,상동,4,0,3970,1680,14711,4923,37605,10756,35862,27219,16906,25703,12277,13396,12623,13635,14847,15457,14692,17095,15165,17282,17105,17089,20311,18632,23003,26709,28154,39704,16456,38141,14205,19333,16320,14424,13254,12043,4394,8010,17,1412,0,0,0,0,0,0,20201203
202011,7호선,상봉(시외버스터미널),354,3,10567,1436,17857,7219,49417,12918,68699,32833,34822,19934,19162,13027,17436,13398,19419,15691,19642,17286,18443,17953,19267,19678,23102,24577,29748,33808,31812,56759,20855,50043,15667,27568,15256,24517,10599,19302,4814,12854,27,1310,0,0,0,0,0,0,20201203
202011,7호선,수락산,34,1,8651,617,19857,5093,48521,8072,47344,16563,25596,15486,17427,14903,15634,13298,17459,12866,17961,13024,17017,13558,17025,16190,17931,19796,18517,25004,18137,39584,10917,42497,6991,24584,6236,20192,4030,17514,1431,10530,9,1959,0,0,0,0,0,0,20201203
202011,7호선,숭실대입구(살피재),12,1,5386,761,10938,3371,34995,8071,49555,18355,26376,13810,15071,11259,13709,12088,15182,13017,15229,14487,13980,14660,14088,16901,17105,19944,21203,26817,18985,43552,11231,34672,9668,19791,10333,18856,8315,15752,3895,10397,11,1023,0,0,0,0,0,0,20201203
202011,7호선,신대방삼거리,17,0,9674,1335,16427,7742,48036,11909,75989,29930,40013,18724,21539,13273,19227,12211,20467,13659,19493,15050,17458,16681,17530,19523,21123,23212,22742,32420,28374,59106,15383,46575,11594,26864,9886,24845,7316,20854,3090,13241,12,940,1,0,0,0,1,0,20201203
202011,7호선,신중동,6,0,5213,1885,15164,5538,43577,13850,42619,43574,20922,24991,14626,13336,14529,11095,15301,13322,15141,15034,14962,13181,15988,15589,19006,18063,26030,24489,39909,41931,16879,41036,17715,18968,11055,16218,8542,14472,3472,10473,1,345,1,0,0,0,0,0,20201203
202011,7호선,신풍,60,0,10199,1392,14559,5358,38151,10736,49206,20621,27302,11513,15298,9353,12603,8902,14029,9749,13441,11217,12293,11076,12955,14176,14183,17333,17430,26007,18627,39299,10829,29848,7322,17422,6396,17694,4191,14358,1562,8011,7,1516,0,0,0,0,0,0,20201203
202011,7호선,어린이대공원(세종대),8,0,3503,1011,6705,8855,16610,13115,29739,44777,20612,25713,11602,16891,12344,14372,14887,15810,15462,18837,15163,17504,19145,16014,23708,15690,34130,19712,36424,27478,19403,21788,13900,13151,14581,12650,13381,10933,6212,7419,5,278,0,0,0,0,0,0,20201203
202011,7호선,온수(성공회대입구),112,0,7484,1083,14561,4093,47812,10023,57581,16119,23746,9276,12388,6799,10442,6458,11594,8315,11121,8735,9247,9160,10600,10577,13649,13035,14300,20725,13412,41663,5888,33442,4748,17895,4457,16429,2964,13019,1142,8545,16,3076,0,0,0,0,0,0,20201203
202011,7호선,용마산(용마폭포공원),12,2,4672,520,9795,2292,22763,3608,28815,10623,14979,6028,8571,5414,7106,4576,7475,5217,7132,5812,6370,6342,6394,7543,7439,9086,7164,11808,7494,20698,4832,18120,2908,10305,2366,10359,1770,8855,835,4765,0,491,0,0,0,0,0,0,20201203
202011,7호선,이수,16,0,4697,1226,7966,8800,24992,13470,40656,40828,25954,27764,16407,16897,16205,15099,18041,16056,19681,18264,18824,18337,21229,19788,24132,23675,29307,30718,41158,51431,23508,34655,21231,19010,22445,16800,17994,13051,8192,7928,19,758,1,0,0,0,0,0,20201203
202011,7호선,장승배기,17,0,6711,867,10752,4088,28858,8316,42959,17371,24180,10023,14158,8831,11746,8651,12090,9320,13068,10804,11558,10914,11250,13188,12939,15630,13676,20686,15725,33707,8368,26602,6593,14976,6523,14953,5078,11781,1811,7323,9,645,0,0,0,0,0,0,20201203
202011,7호선,장암,0,0,1392,157,5752,937,16013,1208,10530,1628,3532,2038,1989,2108,1555,1505,1691,1331,1894,1138,2010,1058,2594,1002,3093,1068,3388,1405,2814,2523,1486,3096,865,1521,708,984,326,720,101,471,1,17,0,0,0,0,0,0,20201203
202011,7호선,중계,15,0,8103,1799,21268,4357,58858,14482,61795,24212,30605,12031,19931,9006,18071,9237,19229,12161,18789,14302,14928,13786,16566,15408,19590,18625,19517,26281,16093,42029,9277,43599,6573,23923,7018,21530,5297,18340,1503,11197,6,1082,0,0,0,0,0,0,20201203
202011,7호선,중곡,1,0,5203,563,11646,4334,29524,9430,45741,18897,24778,9213,13967,7766,12545,7454,12617,8394,12110,9372,11397,10150,11054,12884,15863,15125,16255,19409,13493,30547,8900,27430,5692,15115,5166,14775,3352,12110,1389,7553,3,228,0,0,0,0,1,0,20201203
202011,7호선,중화,14,0,8051,1061,13535,3836,35294,7687,46750,22393,24676,10285,14757,8255,12706,8590,14493,9706,13420,10495,12167,11206,11950,14683,13966,17165,16185,22303,18029,36326,10834,32564,6926,18839,6517,17585,4436,15073,1808,9246,5,833,0,0,0,0,1,0,20201203
202011,7호선,천왕,55,0,6590,1030,14670,4847,43710,7123,56030,13943,27042,7474,14063,6217,11615,7005,12661,9107,12163,10219,11146,9974,11157,12592,12862,15321,12420,21344,11931,42100,6661,35276,4597,18859,3766,16688,2869,12623,869,7582,21,1110,0,0,0,0,0,0,20201203
202011,7호선,철산,18,0,10180,4324,26157,9869,79157,14416,87288,32900,43590,26708,26609,19264,24522,18172,25398,19906,25038,22902,22380,24249,23641,27639,27652,32796,34286,50615,34276,87657,20688,75200,18988,36672,18245,31525,14418,26477,5416,15285,79,2671,0,0,1,0,0,0,20201203
202011,7호선,청담,24,0,2207,3742,5799,25097,9240,56292,12357,144906,10131,94133,9683,36112,12823,21096,15376,18044,16653,20877,20270,18488,27720,15962,35654,16010,58199,18353,108320,19771,55832,12655,32022,8355,29640,7506,20985,4654,5183,3334,3,1737,0,0,0,0,0,0,20201203
202011,7호선,춘의,4,0,4317,1314,9035,6119,22840,26572,24526,51115,12941,16850,8588,7343,7957,5848,8250,6802,8502,7502,8076,6435,8457,7783,11616,8571,26654,11829,40664,19607,15583,17595,10463,10991,8267,9276,4177,7469,1187,4965,1,85,0,0,0,0,0,0,20201203
202011,7호선,태릉입구,109,0,6760,1528,7135,4676,20358,7678,25177,17060,15132,10196,10416,7899,9735,8350,10702,8661,10992,9517,11069,9380,11857,10297,13319,12078,17002,15348,17688,21422,10660,19239,7539,11883,7362,11079,5563,9726,2294,6568,10,2840,0,0,0,0,0,0,20201203
202011,7호선,하계,5,0,7208,1427,22081,6362,66066,15836,68942,24197,35863,18099,23608,13881,22165,14131,23874,17240,23144,19884,22260,20263,23580,21817,26319,25340,27376,32446,22693,53834,13525,54784,10111,29077,10379,26360,8220,22175,2382,14520,6,1237,0,0,0,0,0,0,20201203
202011,7호선,학동,3,0,2301,2114,4395,22457,7583,50001,10489,178246,9776,131995,9619,44871,11973,24904,15608,20804,18644,23845,23670,20647,29062,17852,36667,17251,68352,18205,155517,18935,75262,12004,37582,7327,35685,6106,23441,4116,7544,3091,26,254,2,0,0,0,0,0,20201203
202011,8호선,가락시장,16,0,2551,2480,4930,6119,9200,12843,12661,35845,8924,17518,8707,12635,9405,11255,9736,10164,10670,11142,11801,11176,13273,10761,13793,12427,17888,14327,27520,20510,11919,14438,10178,9012,11236,7616,7918,5884,2776,3628,13,1635,0,0,0,0,0,0,20201203
202011,8호선,강동구청,42,2,4565,869,10504,5141,29059,12577,39892,34354,21505,13331,12448,9055,11029,8889,11889,9134,12250,11571,11550,11163,11854,12167,13996,15811,16982,21429,26536,33012,10230,26851,7366,15071,6454,13448,4087,11620,1469,5941,6,694,0,0,0,0,0,0,20201203
202011,8호선,남한산성입구(성남법원.검찰청),1,0,9106,1396,18647,4714,46266,11273,62795,27738,30350,18600,18423,12376,16561,10084,17659,13042,17239,14739,15768,12779,16215,16025,19429,19873,22753,24332,23557,41725,11229,35870,7403,21139,5769,20503,3774,17691,1343,9540,5,1560,0,0,0,0,0,0,20201203
